PuzzleId,Level,Solution,FEN,Moves
235CBP,Easy,,r2r2k1/p2nqppp/1p2p3/3b4/1P6/2Q2NP1/P3PPBP/2RR2K1 w - - 0 1,
236CBP,Easy,,2kr3r/pp1bbpp1/1q2p2p/n2pP3/2pP4/P1P2NP1/1P3PBP/R1BQR1K1 b - - 0 1,
237CBP,Easy,,r6r/pp1bkppp/n3p3/1Nb1P2n/P1B2B2/2N5/1P3PPP/R4RK1 w - - 0 1,
238CBP,Easy,,3n4/6pp/1p1k1p2/1p6/p2PPN1P/P2K4/1P4P1/8 w - - 0 1,
239CBP,Easy,,1r6/p1r1k1p1/4p2p/N2p1p2/nPp5/2P1PP2/P1R2KPP/4R3 b - - 0 1,
240CBP,Easy,,3B2k1/1p1b1p2/r5p1/1NpP1n1p/P1P3n1/R7/6PP/5BK1 w - - 0 1,
241CBP,Easy,,6r1/5p1p/5Kpk/6R1/7P/p7/6P1/8 w - - 0 1,
242CBP,Easy,,8/8/8/6K1/2kp3P/2p5/2Pr4/2R5 b - - 0 1,
243CBP,Easy,,8/2k5/8/8/R4b2/4p1p1/5rP1/4B1K1 b - - 0 1,
244CBP,Easy,,2r3k1/5pp1/7p/b2q1p2/3P4/pRPQ2B1/P5PP/6K1 b - - 0 1,
245CBP,Easy,,3r2k1/p6p/b2r2p1/2qPQp2/2P2P2/8/6BP/R4R1K w - - 0 1,
246CBP,Easy,,5r1k/p6p/1p1p1qp1/2pQpr2/8/2PP2P1/PP2RPKP/5R2 b - - 0 1,
247CBP,Easy,,8/3P1pkp/2n2Np1/8/5b2/B6P/5PP1/6K1 w - - 0 1,
248CBP,Easy,,4r1k1/4P1p1/7p/1pp1N3/7P/4q2n/P5Q1/5R1K w - - 0 1,
249CBP,Easy,,3Q4/p3b1k1/2p2rPp/2q5/4B3/P2P4/7P/6RK w - - 0 1,
250CBP,Easy,,8/5p2/8/5KPp/7k/7p/7P/8 w - - 0 1,
251CBP,Easy,,r1bq1rk1/ppp2pp1/1bnp1n1p/8/2BPP3/2N1BN1P/PP3PP1/R2Q1RK1 b - - 0 1,
252CBP,Easy,,1nk1r1r1/pp2n1pp/4p3/q2pPp1N/b1pP1P2/B1P2R2/2P1B1PP/R2Q2K1 w - - 0 1,
253CBP,Easy,,8/8/k7/8/4K3/7p/7b/8 b - - 0 1,
254CBP,Easy,,8/1p1p3b/2k5/P1p1K3/8/8/8/3B4 w - - 0 1,
255CBP,Easy,,4k3/1p4K1/5P2/P7/2b5/8/8/8 w - - 0 1,
256CBP,Easy,,8/2bk4/8/8/7p/8/4K1P1/8 w - - 0 1,
257CBP,Easy,,7k/5Ppp/3b4/4N3/8/8/8/1K6 w - - 0 1,
258CBP,Easy,,8/8/8/8/1p2k3/8/b1PK4/8 w - - 0 1,
259CBP,Easy,,8/8/3k4/8/p7/7b/8/4K3 w - - 0 1,
260CBP,Easy,,1N6/p7/3k4/8/1pb5/8/PK6/8 w - - 0 1,
261CBP,Easy,,8/8/5k2/ppP5/8/8/8/3BK2b w - - 0 1,
262CBP,Easy,,8/8/2K5/p3k3/8/8/1P6/3b4 w - - 0 1,
263CBP,Easy,,3N4/8/1p1k4/8/8/1b6/8/4K3 w - - 0 1,
264CBP,Easy,,8/8/8/8/8/2k5/7P/K2B4 w - - 0 1,
265CBP,Easy,,4nrkn/r2q1p1p/3p2pQ/NppPpN1P/1P2P3/2P3P1/5P2/R3K2R w KQ - 0 1,
266CBP,Easy,,r5k1/p1q2pp1/2p4p/7n/1PPP2N1/3QBN2/P3n1P1/R6K b - - 0 1,
267CBP,Easy,,2r2r2/ppk3pp/3NQ1p1/4p3/n7/8/2PP2q1/2KR4 w - - 0 1,
268CBP,Easy,,r4k1r/p1p2ppp/1bN1bq2/8/Q3P3/2P5/P4PPP/RN3RK1 w - - 0 1,
269CBP,Easy,,6rk/p2b4/3p1Nqp/2pPpn2/P1P4p/5P1P/Q2B1NP1/6RK b - - 0 1,
270CBP,Easy,,1kr5/p1pR4/2P3pp/5p2/1N6/KP2p2P/2P2r2/8 w - - 0 1,
271CBP,Easy,,2r4k/5Rbp/2rNQ1p1/p6q/Pp4n1/1B6/4KP2/3R4 w - - 0 1,
272CBP,Easy,,k4q2/n7/B1b5/2N5/8/6Q1/8/6K1 w - - 0 1,
273CBP,Easy,,5rk1/p1p3pp/4P3/4N3/2pq4/5Q2/P4P1P/6K1 w - - 0 1,
274CBP,Easy,,3rr1k1/1pp3pp/5q2/p1b1n3/2P5/1P1b1NP1/R2N1PBP/Q3R1K1 b - - 0 1,
275CBP,Easy,,8/8/8/8/8/p2N4/k7/2K5 w - - 0 1,
276CBP,Easy,,8/8/8/8/8/7p/N4K1k/8 w - - 0 1,
277CBP,Easy,,r1bqk2r/pppp1ppp/2n2n2/2b1P3/2Bp4/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 1,
278CBP,Easy,,r4bkr/ppp3pp/8/3qn1N1/2pp2P1/8/PPP2P1P/R1BQR1K1 w - - 0 1,
279CBP,Easy,,r4bkr/pppq2pp/2n1R3/6N1/2pp2P1/5Q2/PPP2P1P/R1B3K1 w - - 0 1,
280CBP,Easy,,r1b3rk/pp1R1Q1p/2p2p2/5q2/4R3/bPp2N2/P1P2PPP/1K6 w - - 0 1,
281CBP,Easy,,r1b1kb1r/ppp2ppp/2n5/3q4/3pn3/5N2/PPP2PPP/RNBQR1K1 w kq - 0 1,
282CBP,Easy,,Q7/ppp2kpp/3b4/8/4RP1q/7b/PPP3PP/3R2K1 b - - 0 1,
283CBP,Easy,,2kr3r/ppp3pp/2nbR3/7q/3p4/5N2/PPPBQPPP/R5K1 b - - 0 1,
284CBP,Easy,,2k1r2r/ppp3pp/2nbR3/q5B1/3p4/5N2/PPP1QPPP/R5K1 b - - 0 1,
285CBP,Easy,,r4rk1/pp1qbppp/2p1b3/8/Q2P1B2/2N5/PP3PPP/R3R1K1 w - - 0 1,
286CBP,Easy,,r3k2r/ppp2ppp/q1n1b3/6B1/3NN3/1P6/P1P2PPP/R2Qb1K1 w kq - 0 1,
287CBP,Easy,,r4k1r/ppp3pp/2n1Q3/6B1/8/1P4K1/P1P3PP/8 w - - 0 1,
288CBP,Easy,,5k1r/ppp1r1pp/4Q3/8/8/1P4K1/P1P3PP/8 w - - 0 1,
289CBP,Easy,,1rbk1bnr/ppNpppp1/7p/1N6/4P3/3q4/P2B1PPP/1R1QK2R w K - 0 1,
290CBP,Easy,,8/8/8/5p2/3k4/5P2/8/6K1 w - - 0 1,
291CBP,Easy,,8/8/8/5p2/3k4/5P2/8/6K1 b - - 0 1,
292CBP,Easy,,r2b3k/1ppQ3p/5pqB/p7/8/1B2n3/PPP2PPP/6K1 w - - 0 1,
293CBP,Easy,,4rr1k/q2n3p/b1p2ppQ/p1n1p3/Pp2P3/1B1PBR2/1PPN2PP/R5K1 w - - 0 1,
294CBP,Easy,,r4rk1/pp1qb1pp/5p2/4nN2/2P5/5Q2/PB3PPP/R4RK1 w - - 0 1,
295CBP,Easy,,r2qkbnr/ppp1pppp/8/3Pn3/6b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,
296CBP,Easy,,8/1k6/1p6/1K6/P1P5/8/8/8 b - - 0 1,
297CBP,Easy,,3r2k1/pp2rppp/1qp2nn1/5B2/3PP3/2N5/PP3QPP/4RR1K w - - 0 1,
298CBP,Easy,,5rk1/pp1qrp1p/3Nn1p1/3pP3/3P3Q/2R5/PP4PP/5R1K w - - 0 1,
299CBP,Easy,,3r3k/p3N1pp/4q3/3Np3/8/1Pp1P1P1/P4Q1P/6K1 b - - 0 1,
300CBP,Easy,,8/4rk2/5p1P/3R1K2/6P1/8/8/8 w - - 0 1,
301CBP,Easy,,r1b2rk1/pp3pp1/5n1p/q1p1pP2/2P5/P1PBP3/2QN2PP/R4RK1 w - - 0 1,
302CBP,Easy,,8/8/8/8/8/p7/3N4/k1K5 w - - 0 1,
303CBP,Easy,,3r1k2/3qbpNp/4pp1Q/p7/Pp6/7P/1PP2PP1/3rR1K1 w - - 0 1,
304CBP,Easy,,8/8/8/4K3/8/8/3Q1p2/6k1 w - - 0 1,
305CBP,Easy,,8/4k1p1/8/3K1p1P/8/8/5b2/8 w - - 0 1,
306CBP,Easy,,3r2k1/pp4b1/2p2p2/4pB1R/1q2P1Q1/6P1/PPP4P/7K w - - 0 1,
307CBP,Easy,,4rrk1/pq3ppp/n1p2b2/8/3p4/PP1B4/1BPQ1PPP/R4RK1 w - - 0 1,
308CBP,Easy,,1r6/5RR1/7p/2p1r1p1/2p1P1k1/3P2P1/2P3K1/8 w - - 0 1,
309CBP,Easy,,1k6/R7/K7/8/8/8/2p5/8 w - - 0 1,
310CBP,Easy,,1rb1r1k1/ppp2pbp/1n4p1/N3p3/8/1P4PP/PBP1PPB1/2KR3R w - - 0 1,
311CBP,Easy,,4kNb1/5p2/5P2/6K1/8/8/8/8 w - - 0 1,
312CBP,Easy,,8/8/8/8/7P/2k1K3/1pb5/6Q1 w - - 0 1,
