FEN,Moves,Moves_UCI,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r1b2rk1/1p4pp/3q4/p1b1pp2/2Pn4/PP4P1/1B1PBP1P/R2QNRK1 w - - 0 1,b4,b3b4,0.5450924687470292,0.5082839219143761,49,9,b3b4,True,0.5450924687470292,0.5082839219143761,49,9,e1d3,False,0.46081993061641024,0.5147240615881282,-42,16
r2r2k1/ppR2p1p/5Qp1/3b3P/3PB3/8/4qPP1/3R2K1 w - - 0 1,f3,f2f3,0.31720088372888977,0.5294226081270875,-208,32,e4f3,False,0.5016630446544876,0.5009205189599892,1,1,f2f3,True,0.31720088372888977,0.5294226081270875,-208,32
r2r2k1/p3qppp/2p5/8/4n1b1/5N2/PP1B1PPP/2RQR1K1 w - - 0 1,Qc2,d1c2,0.5083247402580036,0.6051860475782356,9,116,d1e2,False,0.5315110481563221,0.511044443209752,34,12,d1c2,True,0.5083247402580036,0.6051860475782356,9,116
r4rk1/2q1bppp/p2p1n2/1p2pP2/2b1P3/P1N2B2/1PP3PP/R1B1QR1K w - - 0 1,Rg1,f1g1,0.5593993283037622,0.5713110574149894,64,78,f1g1,True,0.5593993283037622,0.5713110574149894,64,78,f1g1,True,0.5593993283037622,0.5713110574149894,64,78
1rb2rk1/ppR1pp1p/5bp1/8/1P6/q2PBBP1/2Q1PP1P/2R3K1 w - - 0 1,Bh6,e3h6,0.7174294089125499,0.7022268698712444,253,233,e3h6,True,0.7174294089125499,0.7022268698712444,253,233,e3h6,True,0.7174294089125499,0.7022268698712444,253,233
r3k2r/1bpnqppp/pp6/3p3n/3P4/P1N2NP1/1P2PPBP/R2QK2R w KQkq - 0 1,Nh4,f3h4,0.5614603875689195,0.5649872147270768,67,71,f3h4,True,0.5614603875689195,0.5649872147270768,67,71,f3h4,True,0.5614603875689195,0.5649872147270768,67,71
2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,Rc4,c8c4,0.4589629385328624,0.5138042910293155,-44,15,h7h5,False,0.4741673989494086,0.5046024700028845,-28,5,c8c4,True,0.4589629385328624,0.5138042910293155,-44,15
r2r2k1/1b2qpp1/p1p1nb1p/Pp1p4/3P4/2N1PN2/QP1R1PPP/2R2BK1 b - - 0 1,c5,c6c5,0.5577830596700493,0.6312501413084699,63,146,a8c8,False,0.5580052830627249,0.5631764176433595,63,69,c6c5,True,0.5577830596700493,0.6312501413084699,63,146
r3k2r/ppqnbpp1/5np1/2p5/3PP3/1QN5/PP1B2PP/2KR1B1R w kq - 0 1,Bc4,f1c4,0.5502511172293527,0.5954683835833042,54,105,c3b5,False,0.6307813697511212,0.5722126153120402,145,79,f1c4,True,0.5502511172293527,0.5954683835833042,54,105
r2q1rk1/ppp1ppbp/1nn3p1/8/3P2b1/BPN1PNP1/P3QPBP/R3K2R b KQ - 0 1,e5,e7e5,0.5035577444615437,0.5622703840425896,3,68,e7e5,True,0.5035577444615437,0.5622703840425896,3,68,e7e5,True,0.5035577444615437,0.5622703840425896,3,68
r2r1bk1/2q2p1p/1p1pp1p1/pB1nP3/P4P2/2P2R2/1P1BQ1PP/4R2K w - - 0 1,f5,f4f5,0.6087269439549199,0.6183032245766588,120,131,f4f5,True,0.6087269439549199,0.6183032245766588,120,131,f4f5,True,0.6087269439549199,0.6183032245766588,120,131
2rqkb1r/1b3pp1/p2ppn1p/1p2n3/3NP1P1/P1N1BP2/1PPQ3P/1K1R1B1R b k - 0 1,Nxf3,e5f3,0.3842832217997531,0.5874611371519987,-128,96,d6d5,False,0.47946904543932334,0.5495449603745888,-22,54,e5f3,True,0.3842832217997531,0.5874611371519987,-128,96
r2q1rk1/1p1bb2p/n3pp2/n7/pNPp1BPN/P2P4/1P4BP/1R1QR1K1 w - - 0 1,Nd5,b4d5,0.5348620859077693,0.45501647940453177,37,-49,b4a6,False,0.5374489903658569,0.5477213400816676,40,52,g1h1,False,0.4948002179639963,0.5812008926446736,-5,89
r2qnrk1/1p2b1pp/2ppp3/p1n5/P1NQP3/2N3BP/1PP2PP1/R3R1K1 w - - 0 1,Rad1,a1d1,0.541217150735094,0.5686035652810878,44,75,d4e3,False,0.5587705294763098,0.5404145195219514,64,44,a1d1,True,0.541217150735094,0.5686035652810878,44,75
r2q1rk1/pp2pp1p/4b1pb/n3B3/3Pn3/N4NP1/PQ2PPBP/R2R2K1 w - - 0 1,d5,d4d5,0.6067854922840784,0.48067870579756605,117,-21,d4d5,True,0.6067854922840784,0.48067870579756605,117,-21,f3e1,False,0.5465707186879586,0.5248335896523929,50,27
r3k2r/1bqnbpp1/pp1ppn1p/8/2P4B/2N1PN1P/PPQ1BPP1/R4RK1 b kq - 0 1,g5,g7g5,0.5276795595662516,0.5998952814867482,30,110,g7g5,True,0.5276795595662516,0.5998952814867482,30,110,g7g5,True,0.5276795595662516,0.5998952814867482,30,110
r4rk1/pp1qb2p/1np1b1p1/3P1p2/4PN2/1P2B3/P2QB1PP/R3K2R b KQ - 0 1,Bf7,e6f7,0.5139230327175415,0.5613639348680176,15,67,e6f7,True,0.5139230327175415,0.5613639348680176,15,67,e6f7,True,0.5139230327175415,0.5613639348680176,15,67
r2qr1k1/2p2nbp/1p4p1/1NpPpb2/p1P5/3B4/PPQ2PPP/2NRR1K1 b - - 0 1,e4,e5e4,0.5364145606306399,0.5559168418448287,39,61,e5e4,True,0.5364145606306399,0.5559168418448287,39,61,e5e4,True,0.5364145606306399,0.5559168418448287,39,61
2b1r2r/p1pp1k2/2pbnPp1/q6p/2P5/PP4PQ/1BKNBP1P/R2R4 w - - 0 1,c5,c4c5,0.4893108352632717,0.5349228039541688,-11,38,b3b4,False,0.6161538227556442,0.5275875538925041,128,30,d2f3,False,0.5408026292932608,0.5954683835833042,44,105
q4rk1/p4ppp/8/4p3/1bp1n3/2Nb1NP1/PP1B1P1P/R2QK1R1 b Q - 0 1,Rb8,f8b8,0.6038496093716548,0.6465391720148663,114,164,e4c3,False,0.7801264710827787,0.5413288883579234,343,45,f8b8,True,0.6038496093716548,0.6465391720148663,114,164
5qrk/p2bb2p/2p1p3/2Pp1p2/3P1P2/P1N1P3/2QKB2P/1R6 b - - 0 1,e5,e6e5,0.5175316764241998,0.4917160780856239,19,-9,e6e5,True,0.5175316764241998,0.4917160780856239,19,-9,d7e8,False,0.41781355084198035,0.4981589683200522,-90,-2
r3r1k1/p1qn1pbp/2p1pnpP/1p6/2PP4/1PB2QN1/P4PP1/1B1RR1K1 b - - 0 1,Bxh6,g7h6,0.4064944534263129,0.4586711116420767,-102,-45,g7h6,True,0.4064944534263129,0.4586711116420767,-102,-45,g7h6,True,0.4064944534263129,0.4586711116420767,-102,-45
2rq1rk1/pb1nbppp/1p6/3P4/Q2p1B2/6P1/PP1N1PBP/R4RK1 b - - 0 1,Nc5,d7c5,0.5315152608254345,0.5495449603745888,34,54,d7c5,True,0.5315152608254345,0.5495449603745888,34,54,d7c5,True,0.5315152608254345,0.5495449603745888,34,54
r2q1rk1/3nbppp/p3pn2/1pp5/3PbB2/2N2NP1/PP2PPBP/R1Q2RK1 b - - 0 1,Bxf3,e4f3,0.6223567825858015,0.6303926375862742,135,145,e4f3,True,0.6223567825858015,0.6303926375862742,135,145,e4f3,True,0.6223567825858015,0.6303926375862742,135,145
2kr3r/ppq3pp/1np1p1n1/Q3pb2/2pP4/P4NB1/1P2BPPP/R3R1K1 b - - 0 1,Rd5,d8d5,0.38353617703423915,0.5119644756166626,-128,13,a7a6,False,0.4439675130795004,0.3047486873684638,-61,-224,d8d5,True,0.38353617703423915,0.5119644756166626,-128,13
r2qr1k1/p2b2pp/2pB1p2/2Q3b1/3N4/8/PPP2PPP/R4K1R b - - 0 1,Qb6,d8b6,0.5129220969566055,0.5184020844121936,14,20,d8b6,True,0.5129220969566055,0.5184020844121936,14,20,d8b6,True,0.5129220969566055,0.5184020844121936,14,20
r4rk1/p2n2pp/4p3/1pb1P3/3NpPPq/1P2P3/PB6/R2Q1RK1 w - - 0 1,Qe2,d1e2,0.44464966579238707,0.4568432147802496,-60,-47,g1g2,False,0.5166072338458751,0.3534608279851336,18,-164,d1e2,True,0.44464966579238707,0.4568432147802496,-60,-47
r4rk1/4b1pp/p1q1p3/1p1b2P1/2p1pPB1/4B1Q1/PPP4P/3R1R1K w - - 0 1,Qh3,g3h3,0.4279941800264538,0.522078114090291,-78,24,h2h4,False,0.4281986551502424,0.4098644115408538,-78,-99,g3h3,True,0.4279941800264538,0.522078114090291,-78,24
rn1q1rk1/p3ppbp/2b2np1/2p5/4P2Q/2N2N2/PP2BPPP/R1B1K2R b KQ - 0 1,e6,e7e6,0.4149399536368591,0.4944771046316658,-93,-6,b8d7,False,0.5002532836431639,0.48619570897068454,0,-15,e7e6,True,0.4149399536368591,0.4944771046316658,-93,-6
rn2k1nr/pp1bp2p/3p2p1/q1pP4/2P1p3/1QP5/P2N1PPP/R1B1KB1R b KQkq - 0 1,Nf6,g8f6,0.5095466842389226,0.48987566402915633,10,-11,g8f6,True,0.5095466842389226,0.48987566402915633,10,-11,g8f6,True,0.5095466842389226,0.48987566402915633,10,-11
2rr2k1/pb2qp1p/1p2nbp1/2pp4/PP1P4/2N1PN2/Q4PPP/1R1R1BK1 w - - 0 1,bxc5,b4c5,0.4698071299735179,0.46324561670945996,-32,-40,b4c5,True,0.4698071299735179,0.46324561670945996,-32,-40,b4c5,True,0.4698071299735179,0.46324561670945996,-32,-40
2bqr1k1/5pb1/p2p2p1/3r4/P4PP1/2p1B2Q/2R2N2/3NK2R w K - 0 1,0-0,e1g1,0.48424525234591886,0.6043059266170111,-17,50,f4f5,False,0.5709434421547215,0.6007787318117942,77,111,e1g1,True,0.48424525234591886,0.6043059266170111,53,115
2rrn1k1/2q2ppp/pp2pb2/n1p2P2/2P5/2NPP1P1/P3Q1NP/BR1R2K1 b - - 0 1,exf5,e6f5,0.39048816498836025,0.4559296988800415,-120,-48,f6c3,False,0.4485764301961949,0.4359179701815651,-56,-70,e6f5,True,0.39048816498836025,0.4559296988800415,-120,-48
r2r2k1/pp3ppp/1n1b1n2/q1p1pP2/4P3/P1NBB2P/1PP1Q1P1/R4RK1 b - - 0 1,c4,c5c4,0.46538615812688555,0.4852759384118717,-37,-16,c5c4,True,0.46538615812688555,0.4852759384118717,-37,-16,c5c4,True,0.46538615812688555,0.4852759384118717,-37,-16
r4rk1/p3qpb1/1p1p2pp/3Pp1n1/PRP1P2N/2N1BPPb/2Q4P/1R4K1 b - - 0 1,f5,f7f5,0.5330741732015544,0.5695065266470701,35,76,f7f5,True,0.5330741732015544,0.5695065266470701,35,76,f7f5,True,0.5330741732015544,0.5695065266470701,35,76
q4rk1/1ppb1pb1/3p1npp/1P1Pp3/N1P1P3/4B2P/n3BPP1/N2Q1RK1 b - - 0 1,Nxe4,f6e4,0.4570798452373796,0.5495449603745888,-46,54,f6e4,True,0.4570798452373796,0.5495449603745888,-46,54,f6e4,True,0.4570798452373796,0.5495449603745888,-46,54
r1b2r2/pp3pkp/3q1np1/2pPp3/4P3/2QB4/PP3PPP/2R1K1NR b K - 0 1,c4,c5c4,0.48450063266577237,0.4696601598181785,-16,-33,c5c4,True,0.48450063266577237,0.4696601598181785,-16,-33,c5c4,True,0.48450063266577237,0.4696601598181785,-16,-33
r1q1kb1r/1b3ppp/1p1ppn2/pP6/P1P1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,c5,c4c5,0.6406024799283878,0.6372292155838937,156,153,c4c5,True,0.6406024799283878,0.6372292155838937,156,153,c4c5,True,0.6406024799283878,0.6372292155838937,156,153
r6k/1p3rp1/2pnqp1p/8/PR1Pp1P1/4P2P/1Q3PB1/3R2K1 w - - 0 1,d5,d4d5,0.5846711138605712,0.53675438329054,92,40,d4d5,True,0.5846711138605712,0.53675438329054,92,40,d4d5,True,0.5846711138605712,0.53675438329054,92,40
r3nrk1/1pp1qppp/p7/3Pp3/4P3/P1N2Q2/1P3PPP/2RR2K1 w - - 0 1,d6,d5d6,0.5561454275615512,0.5275875538925041,61,30,h2h3,False,0.5588404857101303,0.5294226081270875,64,32,d1d2,False,0.5427942215428984,0.5376698043044984,46,41
1r5r/p1pk2pp/3pb3/2p1Pp2/5P2/1P1B4/P1PK2PP/4RR2 w - f6 0 1,exd6,e5d6,0.5836747232666757,0.6515713880482262,91,170,e5d6,True,0.5836747232666757,0.6515713880482262,91,170,e5d6,True,0.5836747232666757,0.6515713880482262,91,170
3r2k1/p4pbp/b3p3/npqpP1pP/8/2P3P1/P3QPBN/R3R1K1 w - - 0 1,h6,h5h6,0.737993972447136,0.7203693739005184,281,257,h5h6,True,0.737993972447136,0.7203693739005184,281,257,h5h6,True,0.737993972447136,0.7203693739005184,281,257
r1bq1r1k/1p3pp1/2p1p2p/p1P5/PbQP4/6P1/1P3PBP/RNR3K1 b - - 0 1,e5,e6e5,0.6010057204257694,0.6086996650452808,111,120,e6e5,True,0.6010057204257694,0.6086996650452808,111,120,e6e5,True,0.6010057204257694,0.6086996650452808,111,120
2k5/p2r3p/2p1b1n1/2p2p1N/2P2P2/2R4P/P2B1KP1/8 w - - 0 1,Be3,d2e3,0.5864764950457271,0.6286751633890878,94,143,d2e3,True,0.5864764950457271,0.6286751633890878,94,143,d2e3,True,0.5864764950457271,0.6286751633890878,94,143
5r2/1r1n1qbk/RN4pp/2p1p3/2P5/1RBP2P1/1Q2PP2/6K1 w - - 0 1,f3,f2f3,0.6099269707583275,0.6680980166875132,121,190,f2f3,True,0.6099269707583275,0.6680980166875132,121,190,f2f3,True,0.6099269707583275,0.6680980166875132,121,190
2r3k1/5pp1/r2ppn1p/p6q/Pp1NP3/1P2RP2/2PQ2PP/1K1R4 w - - 0 1,g4,g2g4,0.5816789644962008,0.5776116974476763,89,85,g2g4,True,0.5816789644962008,0.5776116974476763,89,85,g2g4,True,0.5816789644962008,0.5776116974476763,89,85
1rbqr1k1/R4p2/3p1bp1/1p1Pp3/2p1B3/2P2N1P/1P1Q1PP1/R5K1 w - - 0 1,h4,h3h4,0.5573330838737199,0.5147240615881282,62,16,h3h4,True,0.5573330838737199,0.5147240615881282,62,16,g1h1,False,0.5028417957021596,0.5758139966794447,3,83
r3k1nr/1pp3pp/p2bbp2/2p5/4P3/2N1BN2/PPP2PPP/2KR3R w kq - 0 1,e5,e4e5,0.5472229152306609,0.5504562746820834,51,55,c3a4,False,0.5716721212354637,0.5604570759825421,78,66,c3a4,False,0.5716721212354637,0.5604570759825421,78,66
2b3k1/2q4p/p2p2p1/P1p2n2/2Pb2Q1/8/R2BrNPP/5RK1 b - - 0 1,Qc6,c7c6,0.41574237126238867,0.7776298320139681,-92,340,e2e8,False,0.6517579670192795,0.6321068166142683,170,147,c7c6,True,0.41574237126238867,0.7776298320139681,-92,340
1q3rk1/p1r3pp/3R4/2n5/4B3/6P1/P3Q2P/3R2K1 w - - 0 1,Bc2,e4c2,0.5805351173278893,0.6025436609853058,88,113,e4c2,True,0.5805351173278893,0.6025436609853058,88,113,e4f5,False,0.5493950640329714,0.6086996650452808,53,120
rn1qk2r/pp3pp1/2p1pnp1/8/Pb1P2P1/2N1P2P/1P3P2/R1BQKB1R b KQkq - 0 1,Qd5,d8d5,0.5282108715686651,0.5202403732122675,30,22,d8d5,True,0.5282108715686651,0.5202403732122675,30,22,d8d5,True,0.5282108715686651,0.5202403732122675,30,22
r5k1/3q1bpp/3p4/p2p1r2/1p6/1P3NRP/PP3PPK/3Q1R2 w - - 0 1,Qd4,d1d4,0.6330223389269134,0.6770173032617418,148,201,d1d2,False,0.6332475470914669,0.6389298484637961,148,155,d1d4,True,0.6330223389269134,0.6770173032617418,148,201
r2r1nk1/pp3qpp/2p1pp2/8/3P1P1P/5QPB/PPP5/2KRR3 w - - 0 1,Bf1,h3f1,0.6317353132592911,0.6183032245766588,146,131,h3f1,True,0.6317353132592911,0.6183032245766588,146,131,c1b1,False,0.625003211916235,0.6200396776969423,138,133
r4rk1/p1nq1pp1/1p1pp2p/8/P2PR3/1QP2N2/1P3PPP/R5K1 b - - 0 1,Rfb8,f8b8,0.5172946192179166,0.5248335896523929,18,27,a7a6,False,0.5189459426724558,0.5330902822991305,20,36,a7a6,False,0.5189459426724558,0.5330902822991305,20,36
r4rk1/1pp3b1/n2p2pp/p2P1q2/2P2p2/P1N2N1P/1P1Q1PP1/1R3RK1 w - - 0 1,Nb5,c3b5,0.6071906949427854,0.6465391720148663,118,164,b2b4,False,0.6099034008138826,0.6286751633890878,121,143,c3b5,True,0.6071906949427854,0.6465391720148663,118,164
3r2k1/1p2q1pp/pQp2p2/4p1n1/1PN1P3/2P3PP/1P3PK1/4R3 b - - 0 1,Qd7,e7d7,0.5785214844243218,0.7075881993130916,86,240,e7d7,True,0.5785214844243218,0.7075881993130916,86,240,e7d7,True,0.5785214844243218,0.7075881993130916,86,240
r2qr1k1/p1p2ppp/1p3b2/2nPp3/7P/2P1QNN1/PP3PP1/2KR3R w - - 0 1,Ne4,g3e4,0.5550103675358576,0.5385849714102531,60,42,g3e4,True,0.5550103675358576,0.5385849714102531,60,42,g3e4,True,0.5550103675358576,0.5385849714102531,60,42
1r2k2r/5p2/1qp1b1p1/3p2R1/6P1/1P4Q1/P5BP/1K1R4 w k - 0 1,h4,h2h4,0.4954953039167521,0.519321294202434,-4,21,h2h4,True,0.4954953039167521,0.519321294202434,-4,21,h2h4,True,0.4954953039167521,0.519321294202434,-4,21
r2qk2r/1bpnnpb1/p2pp1pp/1p6/3PPP2/P1N1BN2/1PPQB1PP/R4R1K b kq - 0 1,f5,f7f5,0.4960358920217908,0.5092041601288086,-4,10,e8g8,False,0.5108103383351997,0.5147240615881282,11,16,e8g8,False,0.5108103383351997,0.5147240615881282,11,16
2rq1rk1/1bp1bppp/4p3/pp1nN3/1P1P4/P3P1P1/2QN1PBP/R4RK1 w - - 0 1,Nb3,d2b3,0.5495324711556484,0.6524068491501985,53,171,c2b2,False,0.5763962094942203,0.5586421525846197,83,64,d2b3,True,0.5495324711556484,0.6524068491501985,53,171
4r1k1/1p3p1p/1r1ppQp1/p1q1P3/P1P5/1P2R1PP/5P2/3R2K1 w - - 0 1,h4,h3h4,0.6830562134833094,0.6991379705974721,208,229,h3h4,True,0.6830562134833094,0.6991379705974721,208,229,h3h4,True,0.6830562134833094,0.6991379705974721,208,229
1qrr1bk1/1b2nppp/p2p1n2/1p1Pp3/1P2P3/P4N1P/1BBN1PP1/2RQR1K1 w - - 0 1,Nb3,d2b3,0.608127853314042,0.591915609324709,119,101,d2b3,True,0.608127853314042,0.591915609324709,119,101,c1a1,False,0.586848790643202,0.6095763271311208,95,121
3r2k1/2q1npb1/rpp3pp/2p1p3/P3P3/1PQPBN2/5PPP/R3R1K1 w - - 0 1,a5,a4a5,0.5924263971273133,0.5677001476173855,101,74,a4a5,True,0.5924263971273133,0.5677001476173855,101,74,a4a5,True,0.5924263971273133,0.5677001476173855,101,74
r2qr1k1/pp1b1ppp/2n2b2/3p4/3N4/2R1B1P1/PP2PPBP/3Q1RK1 w - - 0 1,Rc5,c3c5,0.5452262930547869,0.5413288883579234,49,45,c3c5,True,0.5452262930547869,0.5413288883579234,49,45,c3c5,True,0.5452262930547869,0.5413288883579234,49,45
5rk1/pb2q1pp/1r1bpn2/2ppNp2/2P5/PP2P1P1/1BQ2PBP/2R2RK1 b - - 0 1,d4,d5d4,0.5413370679892748,0.6104522820914586,45,122,d5d4,True,0.5413370679892748,0.6104522820914586,45,122,d5d4,True,0.5413370679892748,0.6104522820914586,45,122
2kr2r1/ppq1np1p/2p1pn1P/1P4p1/P1PP4/3N2NQ/5PP1/R3R1K1 w - - 0 1,d5,d4d5,0.592841546405573,0.6086996650452808,102,120,d4d5,True,0.592841546405573,0.6086996650452808,102,120,a4a5,False,0.5922700153507554,0.6631811026712696,101,184
3q2k1/b2r1ppp/p1n5/1p1p4/3Pr3/1Q1NP1P1/PP1B1R1P/5R1K w - - 0 1,a4,a2a4,0.5760871592025029,0.5285051773118131,83,31,a2a4,True,0.5760871592025029,0.5285051773118131,83,31,f1c1,False,0.5552833028444029,0.5358387144707508,60,39
1k1rr3/1pp1qpb1/p2pbn1p/6p1/3BP3/1PN2P2/1PP1NQPP/1K1RR3 w - - 0 1,e5,e4e5,0.5052820088564518,0.774430009988079,5,335,b3b4,False,0.5934708514595441,0.585675286773559,102,94,e4e5,True,0.5052820088564518,0.774430009988079,5,335
r2q1rk1/p1pn1pp1/1p2pn1p/7b/Q1BP3B/P1N1P1R1/1P3P1P/R3K3 w Q - 0 1,Bb5,c4b5,0.48553531470044653,0.5613639348680176,-15,67,a4c6,False,0.5158873861896469,0.5275875538925041,17,30,c4b5,True,0.48553531470044653,0.5613639348680176,-15,67
r3k2r/pp3pp1/2b1p3/3pP2n/3P3P/3B1N2/PP1K1P2/2R3R1 w kq - 0 1,b4,b2b4,0.5769507405876547,0.5928047194327711,84,102,g1g2,False,0.5786514806045674,0.5631764176433595,86,69,b2b4,True,0.5769507405876547,0.5928047194327711,84,102
r2qr1k1/pp1b1pbp/n4np1/2pP4/2Q4N/2N1B3/PP2BPPP/R2R2K1 b - - 0 1,b5,b7b5,0.6141618299699693,0.6380799643424951,126,154,b7b5,True,0.6141618299699693,0.6380799643424951,126,154,b7b5,True,0.6141618299699693,0.6380799643424951,126,154
r1b1k2r/p2qbppp/1pp5/1P1pPp2/Pn1P4/2N2N2/2P2PPP/1RBQ1RK1 w kq - 0 1,e6,e5e6,0.7017313811616491,0.7599656213987137,232,313,e5e6,True,0.7017313811616491,0.7599656213987137,232,313,e5e6,True,0.7017313811616491,0.7599656213987137,232,313
r2qr1k1/1p2bppp/p1p1bn2/2Pp4/1P1P1B2/2NB4/P1Q2PPP/R4RK1 w - - 0 1,Na4,c3a4,0.60097181603129,0.5767131009559461,111,84,c3a4,True,0.60097181603129,0.5767131009559461,111,84,c3a4,True,0.60097181603129,0.5767131009559461,111,84
r1b2rk1/p4pbp/1p1q2p1/nB1Pp3/4P2P/2R1B3/P3NPP1/3Q1K1R w - - 0 1,Bc1,e3c1,0.5877266769478766,0.603425129353426,96,114,h4h5,False,0.5924440141940108,0.5713110574149894,101,78,e3c1,True,0.5877266769478766,0.603425129353426,96,114
5rk1/5ppp/p1pb1r2/1p3q2/3P4/1PP3P1/P3QB1P/3RR1K1 b - - 0 1,h5,h7h5,0.5779422726033596,0.5794073444653803,85,87,h7h5,True,0.5779422726033596,0.5794073444653803,85,87,h7h5,True,0.5779422726033596,0.5794073444653803,85,87
2rq1rk1/1b1n1pb1/pp1ppnpp/8/1PP1PPP1/2NBN2R/P2B3P/1R2Q1K1 b - - 0 1,g5,g6g5,0.5821074032283493,0.6209067564512851,90,134,b6b5,False,0.6034547374001098,0.6226385940780689,114,136,d6d5,False,0.5472127987687898,0.6252304785769166,51,139
r1r3k1/1b1n1ppp/p2Bpn2/1p6/8/1BPRPP2/P1N3PP/4K2R b K - 0 1,a5,a6a5,0.5993581933954342,0.6060654870564154,109,117,a6a5,True,0.5993581933954342,0.6060654870564154,109,117,a6a5,True,0.5993581933954342,0.6060654870564154,109,117
r1bq1rk1/p3bppp/1np1p3/8/3P4/1BN2Q2/PP3PPP/R1B2RK1 b - - 0 1,Qxd4,d8d4,0.501082967696598,0.5147240615881282,1,16,d8d4,True,0.501082967696598,0.5147240615881282,1,16,d8d4,True,0.501082967696598,0.5147240615881282,1,16
r1b2rk1/pp2q1pp/2p1pn2/3p4/2PP4/1P2PRP1/PQN3BP/R5K1 b - - 0 1,Bd7,c8d7,0.5271871460122011,0.522078114090291,29,24,c8d7,True,0.5271871460122011,0.522078114090291,29,24,d5c4,False,0.5087422856759747,0.5321736834106171,9,35
r3k2r/1bpqppb1/pn4p1/1p1pPn1p/3P1P2/2NB1N2/PPP1QBPP/2KR3R w kq - 0 1,Nb1,c3b1,0.6137715717177606,0.6440107489122191,125,161,c3b1,True,0.6137715717177606,0.6440107489122191,125,161,c3b1,True,0.6137715717177606,0.6440107489122191,125,161
r4rk1/1p3pbp/1P1pb1p1/4p3/1P2P2q/4B3/4BPPP/2RQ1RK1 w - - 0 1,Bf3,e2f3,0.6037960885014595,0.6582286101488871,114,178,e2c4,False,0.6261438316263928,0.649897670785642,140,168,e2f3,True,0.6037960885014595,0.6582286101488871,114,178
r1b1nrk1/2q2ppp/pn1b4/1ppPp1B1/4P3/1PN2N2/P4PPP/R2QRBK1 w - - 0 1,a4,a2a4,0.6168077782797089,0.6043059266170111,129,115,a2a4,True,0.6168077782797089,0.6043059266170111,129,115,a2a4,True,0.6168077782797089,0.6043059266170111,129,115
2r1k2r/1p3p1p/4bp2/p1q1p3/2P1P3/1PQ5/4BPPP/1R1R2K1 w k - 0 1,h3,h2h3,0.5898278950634814,0.5749143902876699,98,82,h2h3,True,0.5898278950634814,0.5749143902876699,98,82,b3b4,False,0.5846247479266556,0.5794073444653803,92,87
r1bq1rk1/pppn2bp/3ppnp1/8/2P1P3/P1NB1N2/1P3PPP/R1BQ1RK1 w - - 0 1,e5,e4e5,0.5578623213119299,0.5513672504375507,63,56,e4e5,True,0.5578623213119299,0.5513672504375507,63,56,e4e5,True,0.5578623213119299,0.5513672504375507,63,56
q1r3k1/3npp1p/pp1p2p1/1P2r3/P1PNP2P/5PP1/2RQ2K1/1R6 b - - 0 1,Rec5,e5c5,0.4873167715526848,0.5559168418448287,-13,61,e5c5,True,0.4873167715526848,0.5559168418448287,-13,61,e5c5,True,0.4873167715526848,0.5559168418448287,-13,61
4k1r1/1b1nbp1p/3qp3/rB6/P2p1p1B/R4N2/1P2QPPP/2R3K1 w - - 0 1,Qe4,e2e4,0.5592793784550096,0.736392171900456,64,279,h4e7,False,0.6230289705715031,0.5758139966794447,136,83,e2e4,True,0.5592793784550096,0.736392171900456,64,279
4rrk1/pp1b2bp/nq1p2p1/2pP1p2/2P2Pn1/P1NB1R2/1PQBN1PP/1R4K1 b - - 0 1,Nb4,a6b4,0.6215247342398385,0.5422429789460687,134,46,a6b4,True,0.6215247342398385,0.5422429789460687,134,46,a6b4,True,0.6215247342398385,0.5422429789460687,134,46
r1bq1rk1/1pp2pbn/n2p2p1/p2Pp3/2P1P1P1/2N1B3/PP1NBP2/R2QK2R b KQ - 0 1,Bf6,g7f6,0.406968518054145,0.415218486764101,-102,-93,g7f6,True,0.406968518054145,0.415218486764101,-102,-93,g7f6,True,0.406968518054145,0.415218486764101,-102,-93
r4rk1/3bppbp/1q4p1/np1pP3/3P4/1P2BN2/4BPPP/R2Q1RK1 w - - 0 1,Ne1,f3e1,0.5502463471470936,0.5522778816577142,54,57,h2h4,False,0.5512944602165439,0.5376698043044984,55,41,d1b1,False,0.5380349922573022,0.5595498132599205,41,65
rn1q1rk1/pbppbppp/1p2pn2/8/2PP1B2/4PN2/PP1NBPPP/R2Q1RK1 b - - 0 1,Nh5,f6h5,0.5193769079813657,0.5202403732122675,21,22,f6h5,True,0.5193769079813657,0.5202403732122675,21,22,f6h5,True,0.5193769079813657,0.5202403732122675,21,22
r1b2rk1/1p1nqpbp/p2p4/2pP2pn/P3P3/2NB1N1P/1P3PPB/R2Q1RK1 w - - 0 1,e5,e4e5,0.6599032167033299,0.7284548928928163,180,268,e4e5,True,0.6599032167033299,0.7284548928928163,180,268,e4e5,True,0.6599032167033299,0.7284548928928163,180,268
