FEN,Moves,Moves_UCI,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r1b2rk1/1p4pp/2nq4/p1b1pp2/2P5/PP4P1/1B1PBP1P/R2QNRK1 b - - 0 1,f4,f5f4,0.622593878478423,0.6295343100667656,135,144,f5f4,True,0.622593878478423,0.6295343100667656,135,144,f5f4,True,0.622593878478423,0.6295343100667656,135,144
r1b2rk1/1p4pp/3q4/p1b1pp2/2Pn4/PP4P1/1B1PBP1P/R2QNRK1 w - - 0 1,b4,b3b4,0.5071140418052507,0.5055228953683342,7,6,b3b4,True,0.5071140418052507,0.5055228953683342,7,6,b3b4,True,0.5071140418052507,0.5055228953683342,7,6
r2r2k1/ppR2p1p/5Qp1/3b3P/3PB3/8/4qPP1/3R2K1 w - - 0 1,f3,f2f3,0.21707873861531102,0.5522778816577142,-348,57,e4f3,False,0.5200262444722856,0.48619570897068454,21,-15,f2f3,True,0.21707873861531102,0.5522778816577142,-348,57
r2r2k1/p3qppp/2p5/8/4n1b1/5N2/PP1B1PPP/2RQR1K1 w - - 0 1,Qc2,d1c2,0.48464462943111847,0.6303926375862742,-16,145,d1e2,False,0.5085222838325545,0.5202403732122675,9,22,d1c2,True,0.48464462943111847,0.6303926375862742,-16,145
r4rk1/2q1bppp/p2p1n2/1p2pP2/2b1P3/P1N2B2/1PP3PP/R1B1QR1K w - - 0 1,Rg1,f1g1,0.5536112691320376,0.5495449603745888,58,54,f1g1,True,0.5536112691320376,0.5495449603745888,58,54,f1g1,True,0.5536112691320376,0.5495449603745888,58,54
1rb2rk1/ppR1pp1p/5bp1/8/1P6/q2PBBP1/2Q1PP1P/2R3K1 w - - 0 1,Bh6,e3h6,0.7389116454252345,0.7029962348564509,282,234,e3h6,True,0.7389116454252345,0.7029962348564509,282,234,e3h6,True,0.7389116454252345,0.7029962348564509,282,234
r3k2r/1bpnqppp/pp6/3p3n/3P4/P1N2NP1/1P2PPBP/R2QK2R w KQkq - 0 1,Nh4,f3h4,0.5613942725374148,0.5686035652810878,67,75,f3h4,True,0.5613942725374148,0.5686035652810878,67,75,f3h4,True,0.5613942725374148,0.5686035652810878,67,75
2r1kb1r/1b1n1ppp/pq1ppn2/1p4B1/3NPP1P/P1N4R/1PP1Q1P1/2KR1B2 b k - 0 1,Rc4,c8c4,0.4292754092479809,0.5147240615881282,-77,16,h7h6,False,0.49023167696271325,0.4477221183422858,-10,-57,c8c4,True,0.4292754092479809,0.5147240615881282,-77,16
r2r2k1/1b2qpp1/p1p1nb1p/Pp1p4/3P4/2N1PN2/QP1R1PPP/2R2BK1 b - - 0 1,c5,c6c5,0.5588997396222694,0.6226385940780689,64,136,c6c5,True,0.5588997396222694,0.6226385940780689,64,136,c6c5,True,0.5588997396222694,0.6226385940780689,64,136
r3k2r/ppqnbpp1/5np1/2p5/3PP3/1QN5/PP1B2PP/2KR1B1R w kq - 0 1,Bc4,f1c4,0.5321567242353031,0.6286751633890878,34,143,c3b5,False,0.6194465942479531,0.591915609324709,132,101,f1c4,True,0.5321567242353031,0.6286751633890878,34,143
r2q1rk1/ppp1ppbp/1nn3p1/8/3P2b1/BPN1PNP1/P3QPBP/R3K2R b KQ - 0 1,e5,e7e5,0.4926682853231752,0.5349228039541688,-7,38,e7e5,True,0.4926682853231752,0.5349228039541688,-7,38,e7e5,True,0.4926682853231752,0.5349228039541688,-7,38
r2r1bk1/2q2p1p/1p1pp1p1/pB1nP3/P4P2/2P2R2/1P1BQ1PP/4R2K w - - 0 1,f5,f4f5,0.558988541690324,0.5686035652810878,64,75,g2g4,False,0.5765623768535927,0.5431567852197504,83,47,h2h4,False,0.5554479280249718,0.5740142874632654,60,81
2rqkb1r/1b3pp1/p2ppn1p/1p2n3/3NP1P1/P1N1BP2/1PPQ3P/1K1R1B1R b k - 0 1,Nxf3,e5f3,0.3429113376418096,0.5667962794387497,-176,73,d6d5,False,0.4962627026088349,0.5595498132599205,-4,65,e5f3,True,0.3429113376418096,0.5667962794387497,-176,73
r2q1rk1/1p1bb2p/n3pp2/n7/pNPp1BPN/P2P4/1P4BP/1R1QR1K1 w - - 0 1,Nd5,b4d5,0.5036590695095957,0.5865684965842631,3,95,b4a6,False,0.5403606079997957,0.5559168418448287,43,61,g1h1,False,0.4690308259548043,0.5963550316463674,-33,106
r2qnrk1/1p2b1pp/2ppp3/p1n5/P1NQP3/2N3BP/1PP2PP1/R3R1K1 w - - 0 1,Rad1,a1d1,0.5978279487124596,0.5704090259445697,107,77,a1d1,True,0.5978279487124596,0.5704090259445697,107,77,a1d1,True,0.5978279487124596,0.5704090259445697,107,77
r2q1rk1/pp2pp1p/4b1pb/n3B3/3Pn3/N4NP1/PQ2PPBP/R2R2K1 w - - 0 1,d5,d4d5,0.6124288008623706,0.49631798655933523,124,-4,d4d5,True,0.6124288008623706,0.49631798655933523,124,-4,b2c2,False,0.4798656183576526,0.5431567852197504,-21,47
r3k2r/1bqnbpp1/pp1ppn1p/8/2P4B/2N1PN1P/PPQ1BPP1/R4RK1 b kq - 0 1,g5,g7g5,0.5054026439888082,0.5677001476173855,5,74,g7g5,True,0.5054026439888082,0.5677001476173855,5,74,h8g8,False,0.4695555896753768,0.5740142874632654,-33,81
r4rk1/pp1qb2p/1np1b1p1/3P1p2/4PN2/1P2B3/P2QB1PP/R3K2R b KQ - 0 1,Bf7,e6f7,0.5120325938931259,0.5577340998516674,13,63,e6f7,True,0.5120325938931259,0.5577340998516674,13,63,e6f7,True,0.5120325938931259,0.5577340998516674,13,63
r2qr1k1/2p2nbp/1p4p1/1NpPpb2/p1P5/3B4/PPQ2PPP/2NRR1K1 b - - 0 1,e4,e5e4,0.5074555092227934,0.6260928550975975,8,140,e5e4,True,0.5074555092227934,0.6260928550975975,8,140,e5e4,True,0.5074555092227934,0.6260928550975975,8,140
2b1r2r/p1pp1k2/2pbnPp1/q6p/2P5/PP4PQ/1BKNBP1P/R2R4 w - - 0 1,c5,c4c5,0.42848508021533954,0.5540980866051488,-78,59,b3b4,False,0.604826481421737,0.5285051773118131,115,31,d2f3,False,0.5728974686340385,0.6165637432224795,79,129
q4rk1/p4ppp/8/4p3/1bp1n3/2Nb1NP1/PP1B1P1P/R2QK1R1 b Q - 0 1,Rb8,f8b8,0.5629048018216712,0.6406270050754315,68,157,e4c3,False,0.6919131277816977,0.5495449603745888,219,54,b4a5,False,0.5130053353681814,0.6448544575649283,14,162
5qrk/p2bb2p/2p1p3/2Pp1p2/3P1P2/P1N1P3/2QKB2P/1R6 b - - 0 1,e5,e6e5,0.49606658434818385,0.5321736834106171,-4,35,e6e5,True,0.49606658434818385,0.5321736834106171,-4,35,e6e5,True,0.49606658434818385,0.5321736834106171,-4,35
r3r1k1/p1qn1pbp/2p1pnpP/1p6/2PP4/1PB2QN1/P4PP1/1B1RR1K1 b - - 0 1,Bxh6,g7h6,0.5000854219407515,0.4431743390334964,0,-62,g7h6,True,0.5000854219407515,0.4431743390334964,0,-62,g7h6,True,0.5000854219407515,0.4431743390334964,0,-62
2rq1rk1/pb1nbppp/1p6/3P4/Q2p1B2/6P1/PP1N1PBP/R4RK1 b - - 0 1,Nc5,d7c5,0.5131525901001752,0.5266697440308632,14,29,d7c5,True,0.5131525901001752,0.5266697440308632,14,29,d7c5,True,0.5131525901001752,0.5266697440308632,14,29
r2q1rk1/3nbppp/p3pn2/1pp5/3PbB2/2N2NP1/PP2PPBP/R1Q2RK1 b - - 0 1,Bxf3,e4f3,0.5853878331178235,0.6490594228774123,93,167,e4f3,True,0.5853878331178235,0.6490594228774123,93,167,e4f3,True,0.5853878331178235,0.6490594228774123,93,167
2kr3r/ppq3pp/1np1p1n1/Q3pb2/2pP4/P4NB1/1P2BPPP/R3R1K1 b - - 0 1,Rd5,d8d5,0.4672716992716488,0.49079583987119135,-35,-10,g6f4,False,0.47478259882029933,0.34094353873508304,-27,-179,d8d5,True,0.4672716992716488,0.49079583987119135,-35,-10
r2qr1k1/p2b2pp/2pB1p2/2Q3b1/3N4/8/PPP2PPP/R4K1R b - - 0 1,Qb6,d8b6,0.4613359465857144,0.5138042910293155,-42,15,d8b6,True,0.4613359465857144,0.5138042910293155,-42,15,d8b6,True,0.4613359465857144,0.5138042910293155,-42,15
r4rk1/p2n2pp/4p3/1pb1P3/3NpPPq/1P2P3/PB6/R2Q1RK1 w - - 0 1,Qe2,d1e2,0.3832606215494966,0.47516641034760715,-129,-27,g1g2,False,0.4681658830458752,0.39305576011188204,-34,-118,d1e2,True,0.3832606215494966,0.47516641034760715,-129,-27
r4rk1/4b1pp/p1q1p3/1p1b2P1/2p1pPB1/4B1Q1/PPP4P/3R1R1K w - - 0 1,Qh3,g3h3,0.3932597160909024,0.5147240615881282,-117,16,h2h4,False,0.39516077684032386,0.41164679702450635,-115,-97,g3h3,True,0.3932597160909024,0.5147240615881282,-117,16
rn1q1rk1/p3ppbp/2b2np1/2p5/4P2Q/2N2N2/PP2BPPP/R1B1K2R b KQ - 0 1,e6,e7e6,0.43595794218547956,0.5073636275599663,-69,8,b8d7,False,0.4771028309202319,0.49539752999711567,-24,-5,e7e6,True,0.43595794218547956,0.5073636275599663,-69,8
rn2k1nr/pp1bp2p/3p2p1/q1pP4/2P1p3/1QP5/P2N1PPP/R1B1KB1R b KQkq - 0 1,Nf6,g8f6,0.5177636424186788,0.5211593152406621,19,23,g8f6,True,0.5177636424186788,0.5211593152406621,19,23,g8f6,True,0.5177636424186788,0.5211593152406621,19,23
2rr2k1/pb2qp1p/1p2nbp1/2pp4/PP1P4/2N1PN2/Q4PPP/1R1R1BK1 w - - 0 1,bxc5,b4c5,0.49939123459927487,0.46874313267512907,0,-34,b4c5,True,0.49939123459927487,0.46874313267512907,0,-34,b4c5,True,0.49939123459927487,0.46874313267512907,0,-34
2bqr1k1/5pb1/p2p2p1/3r4/P4PP1/2p1B2Q/2R2N2/3NK2R w K - 0 1,0-0,e1g1,0.552671195600227,0.5298654555577821,32,-130,e1g1,True,0.552671195600227,0.48987566402915633,57,-11,f4f5,False,0.5393591730779401,0.6016615267275047,42,112
2rrn1k1/2q2ppp/pp2pb2/n1p2P2/2P5/2NPP1P1/P3Q1NP/BR1R2K1 b - - 0 1,exf5,e6f5,0.38493934467868196,0.4196956162806843,-127,-88,f6c3,False,0.4612453714052485,0.4504550396254112,-42,-54,f6c3,False,0.4612453714052485,0.4504550396254112,-42,-54
r2r2k1/pp3ppp/1n1b1n2/q1p1pP2/4P3/P1NBB2P/1PP1Q1P1/R4RK1 b - - 0 1,c4,c5c4,0.44447460964712343,0.49539752999711567,-60,-5,c5c4,True,0.44447460964712343,0.49539752999711567,-60,-5,c5c4,True,0.44447460964712343,0.49539752999711567,-60,-5
r4rk1/p3qpb1/1p1p2pp/3Pp1n1/PRP1P2N/2N1BPPb/2Q4P/1R4K1 b - - 0 1,f5,f7f5,0.5085587489721038,0.5838871815019091,9,92,a8c8,False,0.5118538338865963,0.5,12,0,f7f5,True,0.5085587489721038,0.5838871815019091,9,92
q4rk1/1ppb1pb1/3p1npp/1P1Pp3/N1P1P3/4B2P/n3BPP1/N2Q1RK1 b - - 0 1,Nxe4,f6e4,0.5285216426028413,0.5431567852197504,31,47,f6e4,True,0.5285216426028413,0.5431567852197504,31,47,f6e4,True,0.5285216426028413,0.5431567852197504,31,47
r1b2r2/pp3pkp/3q1np1/2pPp3/4P3/2QB4/PP3PPP/2R1K1NR b K - 0 1,c4,c5c4,0.48062412831915496,0.5294226081270875,-21,32,c5c4,True,0.48062412831915496,0.5294226081270875,-21,32,c5c4,True,0.48062412831915496,0.5294226081270875,-21,32
r1q1kb1r/1b3ppp/1p1ppn2/pP6/P1P1P3/6P1/3N1PBP/R1BQ1RK1 w kq - 0 1,c5,c4c5,0.5874993710442247,0.6406270050754315,96,157,c4c5,True,0.5874993710442247,0.6406270050754315,96,157,c4c5,True,0.5874993710442247,0.6406270050754315,96,157
r6k/1p3rp1/2pnqp1p/8/PR1Pp1P1/4P2P/1Q3PB1/3R2K1 w - - 0 1,d5,d4d5,0.5195084473571442,0.623503343299711,21,137,d4d5,True,0.5195084473571442,0.623503343299711,21,137,d4d5,True,0.5195084473571442,0.623503343299711,21,137
r3nrk1/1pp1qppp/p7/3Pp3/4P3/P1N2Q2/1P3PPP/2RR2K1 w - - 0 1,d6,d5d6,0.5181282726834662,0.5376698043044984,19,41,c3a4,False,0.5532293545983031,0.5266697440308632,58,29,c3e2,False,0.5414333545128068,0.5394998785122574,45,43
1r5r/p1pk2pp/3pb3/2p1Pp2/5P2/1P1B4/P1PK2PP/4RR2 w - f6 0 1,exd6,e5d6,0.5664877039786034,0.6540749558280547,72,173,e5f6,False,0.5800212087491563,0.6122020503513589,87,124,e5d6,True,0.5664877039786034,0.6540749558280547,72,173
3r2k1/p4pbp/b3p3/npqpP1pP/8/2P3P1/P3QPBN/R3R1K1 w - - 0 1,h6,h5h6,0.7065223819440235,0.7335231920150604,238,275,h5h6,True,0.7065223819440235,0.7335231920150604,238,275,h5h6,True,0.7065223819440235,0.7335231920150604,238,275
r1bq1r1k/1p3pp1/2p1p2p/p1P5/PbQP4/6P1/1P3PBP/RNR3K1 b - - 0 1,e5,e6e5,0.5986740795521397,0.5829922971166973,108,91,e6e5,True,0.5986740795521397,0.5829922971166973,108,91,e6e5,True,0.5986740795521397,0.5829922971166973,108,91
2k5/p2r3p/2p1b1n1/2p2p1N/2P2P2/2R4P/P2B1KP1/8 w - - 0 1,Be3,d2e3,0.593599924376423,0.6524068491501985,102,171,d2e3,True,0.593599924376423,0.6524068491501985,102,171,d2e3,True,0.593599924376423,0.6524068491501985,102,171
5r2/1r1n1qbk/RN4pp/2p1p3/2P5/1RBP2P1/1Q2PP2/6K1 w - - 0 1,f3,f2f3,0.5377748970173145,0.6680980166875132,41,190,f2f3,True,0.5377748970173145,0.6680980166875132,41,190,f2f3,True,0.5377748970173145,0.6680980166875132,41,190
2r3k1/5pp1/r2ppn1p/p6q/Pp1NP3/1P2RP2/2PQ2PP/1K1R4 w - - 0 1,g4,g2g4,0.5518900955060206,0.5622703840425896,56,68,g2g4,True,0.5518900955060206,0.5622703840425896,56,68,d2e2,False,0.528596838112023,0.5874611371519987,31,96
1rbqr1k1/R4p2/3p1bp1/1p1Pp3/2p1B3/2P2N1P/1P1Q1PP1/R5K1 w - - 0 1,h4,h3h4,0.5094305606917444,0.5147240615881282,10,16,d2h6,False,0.5821606210410439,0.48067870579756605,90,-21,h3h4,True,0.5094305606917444,0.5147240615881282,10,16
r3k1nr/1pp3pp/p2bbp2/2p5/4P3/2N1BN2/PPP2PPP/2KR3R w kq - 0 1,e5,e4e5,0.5477422710305262,0.5998952814867482,52,110,e4e5,True,0.5477422710305262,0.5998952814867482,52,110,e4e5,True,0.5477422710305262,0.5998952814867482,52,110
2b3k1/2q4p/p2p2p1/P1p2n2/2Pb2Q1/8/R2BrNPP/5RK1 b - - 0 1,Qc6,c7c6,0.18110943253781694,0.7685884778152217,-409,326,c7e7,False,0.6524057116313233,0.5820968656397246,170,90,c7c6,True,0.18110943253781694,0.7685884778152217,-409,326
1q3rk1/p1r3pp/3R4/2n5/4B3/6P1/P3Q2P/3R2K1 w - - 0 1,Bc2,e4c2,0.5725844195620041,0.5901355884591462,79,99,e2c4,False,0.5860834553754526,0.531256867324871,94,34,e4c2,True,0.5725844195620041,0.5901355884591462,79,99
rn1qk2r/pp3pp1/2p1pnp1/8/Pb1P2P1/2N1P2P/1P3P2/R1BQKB1R b KQkq - 0 1,Qd5,d8d5,0.5123621323612896,0.5404145195219514,13,44,d8d5,True,0.5123621323612896,0.5404145195219514,13,44,d8d5,True,0.5123621323612896,0.5404145195219514,13,44
r5k1/3q1bpp/3p4/p2p1r2/1p6/1P3NRP/PP3PPK/3Q1R2 w - - 0 1,Qd4,d1d4,0.6283304225307027,0.6465391720148663,142,164,d1d4,True,0.6283304225307027,0.6465391720148663,142,164,d1d4,True,0.6283304225307027,0.6465391720148663,142,164
r2r1nk1/pp3qpp/2p1pp2/8/3P1P1P/5QPB/PPP5/2KRR3 w - - 0 1,Bf1,h3f1,0.6388353764980017,0.6122020503513589,154,124,c1b1,False,0.6412307775312283,0.6191718321143753,157,132,a2a4,False,0.6350316907520945,0.6303926375862742,150,145
r4rk1/p1nq1pp1/1p1pp2p/8/P2PR3/1QP2N2/1P3PPP/R5K1 b - - 0 1,Rfb8,f8b8,0.5139749818216558,0.522078114090291,15,24,c7d5,False,0.5162827284292457,0.5248335896523929,17,27,a7a5,False,0.5134827322427927,0.531256867324871,14,34
r4rk1/1pp3b1/n2p2pp/p2P1q2/2P2p2/P1N2N1P/1P1Q1PP1/1R3RK1 w - - 0 1,Nb5,c3b5,0.6007225081910843,0.6200396776969423,110,133,c3b5,True,0.6007225081910843,0.6200396776969423,110,133,b2b4,False,0.5985901148173097,0.6423206501894636,108,159
3r2k1/1p2q1pp/pQp2p2/4p1n1/1PN1P3/2P3PP/1P3PK1/4R3 b - - 0 1,Qd7,e7d7,0.5722853721036685,0.705297423779081,79,237,e7d7,True,0.5722853721036685,0.705297423779081,79,237,e7d7,True,0.5722853721036685,0.705297423779081,79,237
r2qr1k1/p1p2ppp/1p3b2/2nPp3/7P/2P1QNN1/PP3PP1/2KR3R w - - 0 1,Ne4,g3e4,0.5255586100035278,0.5468090461073719,27,51,g3e4,True,0.5255586100035278,0.5468090461073719,27,51,g3e4,True,0.5255586100035278,0.5468090461073719,27,51
1r2k2r/5p2/1qp1b1p1/3p2R1/6P1/1P4Q1/P5BP/1K1R4 w k - 0 1,h4,h2h4,0.4894853320321553,0.49355671670047907,-11,-7,h2h4,True,0.4894853320321553,0.49355671670047907,-11,-7,h2h4,True,0.4894853320321553,0.49355671670047907,-11,-7
r2qk2r/1bpnnpb1/p2pp1pp/1p6/3PPP2/P1N1BN2/1PPQB1PP/R4R1K b kq - 0 1,f5,f7f5,0.4787528740249297,0.5257517538936253,-23,28,e8g8,False,0.5051942930430122,0.5285051773118131,5,31,d7b6,False,0.4710811561587155,0.5449835205954683,-31,49
2rq1rk1/1bp1bppp/4p3/pp1nN3/1P1P4/P3P1P1/2QN1PBP/R4RK1 w - - 0 1,Nb3,d2b3,0.5644701685613466,0.6346718261450347,70,150,e5d3,False,0.5788997595283463,0.49539752999711567,86,-5,d2b3,True,0.5644701685613466,0.6346718261450347,70,150
4r1k1/1p3p1p/1r1ppQp1/p1q1P3/P1P5/1P2R1PP/5P2/3R2K1 w - - 0 1,h4,h3h4,0.6747580217762255,0.6944706044506174,198,223,e3f3,False,0.7380241321701424,0.5803043837193158,281,88,h3h4,True,0.6747580217762255,0.6944706044506174,198,223
1qrr1bk1/1b2nppp/p2p1n2/1p1Pp3/1P2P3/P4N1P/1BBN1PP1/2RQR1K1 w - - 0 1,Nb3,d2b3,0.5906830757577268,0.5990111810176295,99,109,d2b3,True,0.5906830757577268,0.5990111810176295,99,109,c1b1,False,0.5690012014474974,0.603425129353426,75,114
3r2k1/2q1npb1/rpp3pp/2p1p3/P3P3/1PQPBN2/5PPP/R3R1K1 w - - 0 1,a5,a4a5,0.5857793350586274,0.5812008926446736,94,89,a4a5,True,0.5857793350586274,0.5812008926446736,94,89,a4a5,True,0.5857793350586274,0.5812008926446736,94,89
r2qr1k1/pp1b1ppp/2n2b2/3p4/3N4/2R1B1P1/PP2PPBP/3Q1RK1 w - - 0 1,Rc5,c3c5,0.5181701035397539,0.53675438329054,19,40,c3d3,False,0.5361862147522012,0.48803552438333736,39,-13,c3c5,True,0.5181701035397539,0.53675438329054,19,40
5rk1/pb2q1pp/1r1bpn2/2ppNp2/2P5/PP2P1P1/1BQ2PBP/2R2RK1 b - - 0 1,d4,d5d4,0.4516469241108142,0.6532413731006851,-52,172,d6e5,False,0.5005621696160723,0.5340066578563346,0,37,d5d4,True,0.4516469241108142,0.6532413731006851,-52,172
2kr2r1/ppq1np1p/2p1pn1P/1P4p1/P1PP4/3N2NQ/5PP1/R3R1K1 w - - 0 1,d5,d4d5,0.56533189594603,0.6200396776969423,71,133,d4d5,True,0.56533189594603,0.6200396776969423,71,133,d4d5,True,0.56533189594603,0.6200396776969423,71,133
3q2k1/b2r1ppp/p1n5/1p1p4/3Pr3/1Q1NP1P1/PP1B1R1P/5R1K w - - 0 1,a4,a2a4,0.5442921588001711,0.531256867324871,48,34,b3a3,False,0.5539824109664473,0.5165632973121441,58,18,f1c1,False,0.5367556789618164,0.5404145195219514,40,44
1k1rr3/1pp1qpb1/p2pbn1p/6p1/3BP3/1PN2P2/1PP1NQPP/1K1RR3 w - - 0 1,e5,e4e5,0.5185859429338071,0.7750725757821421,20,336,d4a7,False,0.588625087164556,0.5794073444653803,97,87,e4e5,True,0.5185859429338071,0.7750725757821421,20,336
r2q1rk1/p1pn1pp1/1p2pn1p/7b/Q1BP3B/P1N1P1R1/1P3P1P/R3K3 w Q - 0 1,Bb5,c4b5,0.5404653837401984,0.5820968656397246,44,90,a4c6,False,0.5443513622598395,0.5385849714102531,48,42,c4b5,True,0.5404653837401984,0.5820968656397246,44,90
r3k2r/pp3pp1/2b1p3/3pP2n/3P3P/3B1N2/PP1K1P2/2R3R1 w kq - 0 1,b4,b2b4,0.5930216237331913,0.597241050790976,102,107,b2b4,True,0.5930216237331913,0.597241050790976,102,107,b2b4,True,0.5930216237331913,0.597241050790976,102,107
r2qr1k1/pp1b1pbp/n4np1/2pP4/2Q4N/2N1B3/PP2BPPP/R2R2K1 b - - 0 1,b5,b7b5,0.5467333017689884,0.6209067564512851,50,134,b7b5,True,0.5467333017689884,0.6209067564512851,50,134,b7b5,True,0.5467333017689884,0.6209067564512851,50,134
r1b1k2r/p2qbppp/1pp5/1P1pPp2/Pn1P4/2N2N2/2P2PPP/1RBQ1RK1 w kq - 0 1,e6,e5e6,0.6746003600434729,0.7820549023054933,198,347,e5e6,True,0.6746003600434729,0.7820549023054933,198,347,e5e6,True,0.6746003600434729,0.7820549023054933,198,347
r2qr1k1/1p2bppp/p1p1bn2/2Pp4/1P1P1B2/2NB4/P1Q2PPP/R4RK1 w - - 0 1,Na4,c3a4,0.5610806078828378,0.5758139966794447,66,83,c3a4,True,0.5610806078828378,0.5758139966794447,66,83,a1e1,False,0.5398719142526183,0.5936932221056321,43,103
r1b2rk1/p4pbp/1p1q2p1/nB1Pp3/4P2P/2R1B3/P3NPP1/3Q1K1R w - - 0 1,Bc1,e3c1,0.5570817249753912,0.6086996650452808,62,120,h4h5,False,0.589086474229275,0.5686035652810878,97,75,e3c1,True,0.5570817249753912,0.6086996650452808,62,120
5rk1/5ppp/p1pb1r2/1p3q2/3P4/1PP3P1/P3QB1P/3RR1K1 b - - 0 1,h5,h7h5,0.5685994645487942,0.5658919665398462,74,72,h7h5,True,0.5685994645487942,0.5658919665398462,74,72,h7h5,True,0.5685994645487942,0.5658919665398462,74,72
2rq1rk1/1b1n1pb1/pp1ppnpp/8/1PP1PPP1/2NBN2R/P2B3P/1R2Q1K1 b - - 0 1,g5,g6g5,0.5938060786189803,0.6243673063917166,103,138,g6g5,True,0.5938060786189803,0.6243673063917166,103,138,g6g5,True,0.5938060786189803,0.6243673063917166,103,138
r1r3k1/1b1n1ppp/p2Bpn2/1p6/8/1BPRPP2/P1N3PP/4K2R b K - 0 1,a5,a6a5,0.60092714653976,0.6165637432224795,111,129,a6a5,True,0.60092714653976,0.6165637432224795,111,129,a6a5,True,0.60092714653976,0.6165637432224795,111,129
r1bq1rk1/p3bppp/1np1p3/8/3P4/1BN2Q2/PP3PPP/R1B2RK1 b - - 0 1,Qxd4,d8d4,0.5086980574651916,0.5202403732122675,9,22,d8d4,True,0.5086980574651916,0.5202403732122675,9,22,d8d4,True,0.5086980574651916,0.5202403732122675,9,22
r1b2rk1/pp2q1pp/2p1pn2/3p4/2PP4/1P2PRP1/PQN3BP/R5K1 b - - 0 1,Bd7,c8d7,0.5127571035386432,0.5376698043044984,13,41,f8e8,False,0.5190174580100236,0.531256867324871,20,34,c8d7,True,0.5127571035386432,0.5376698043044984,13,41
r3k2r/1bpqppb1/pn4p1/1p1pPn1p/3P1P2/2NB1N2/PPP1QBPP/2KR3R w kq - 0 1,Nb1,c3b1,0.5931168405750926,0.6252304785769166,102,139,h2h3,False,0.6151052537416768,0.5803043837193158,127,88,c3b1,True,0.5931168405750926,0.6252304785769166,102,139
r4rk1/1p3pbp/1P1pb1p1/4p3/1P2P2q/4B3/4BPPP/2RQ1RK1 w - - 0 1,Bf3,e2f3,0.6011352393755856,0.6565700162843596,111,176,e2f3,True,0.6011352393755856,0.6565700162843596,111,176,e2c4,False,0.5991779690908615,0.6590564612649169,109,179
r1b1nrk1/2q2ppp/pn1b4/1ppPp1B1/4P3/1PN2N2/P4PPP/R2QRBK1 w - - 0 1,a4,a2a4,0.5936793750051077,0.5812008926446736,102,89,a2a4,True,0.5936793750051077,0.5812008926446736,102,89,a2a4,True,0.5936793750051077,0.5812008926446736,102,89
2r1k2r/1p3p1p/4bp2/p1q1p3/2P1P3/1PQ5/4BPPP/1R1R2K1 w k - 0 1,h3,h2h3,0.555653670479354,0.5998952814867482,60,110,c3f3,False,0.5571423659075253,0.4733302559691369,62,-29,h2h3,True,0.555653670479354,0.5998952814867482,60,110
r1bq1rk1/pppn2bp/3ppnp1/8/2P1P3/P1NB1N2/1P3PPP/R1BQ1RK1 w - - 0 1,e5,e4e5,0.5353654949981068,0.5440703011199586,38,48,d3c2,False,0.5446587802797687,0.5321736834106171,48,35,e4e5,True,0.5353654949981068,0.5440703011199586,38,48
q1r3k1/3npp1p/pp1p2p1/1P2r3/P1PNP2P/5PP1/2RQ2K1/1R6 b - - 0 1,Rec5,e5c5,0.5122393586475906,0.5658919665398462,13,72,a6b5,False,0.512558539561202,0.46416128552924907,13,-39,e5c5,True,0.5122393586475906,0.5658919665398462,13,72
4k1r1/1b1nbp1p/3qp3/rB6/P2p1p1B/R4N2/1P2QPPP/2R3K1 w - - 0 1,Qe4,e2e4,0.42466869367353677,0.7504365514263222,-82,299,h4e7,False,0.6334204125428022,0.5847815132358991,148,93,e2e4,True,0.42466869367353677,0.7504365514263222,-82,299
4rrk1/pp1b2bp/nq1p2p1/2pP1p2/2P2Pn1/P1NB1R2/1PQBN1PP/1R4K1 b - - 0 1,Nb4,a6b4,0.5384698879960248,0.5522778816577142,41,57,a6b4,True,0.5384698879960248,0.5522778816577142,41,57,a6b4,True,0.5384698879960248,0.5522778816577142,41,57
r1bq1rk1/1pp2pbn/n2p2p1/p2Pp3/2P1P1P1/2N1B3/PP1NBP2/R2QK2R b KQ - 0 1,Bf6,g7f6,0.38305700944653276,0.4368235823566406,-129,-69,g7f6,True,0.38305700944653276,0.4368235823566406,-129,-69,g7f6,True,0.38305700944653276,0.4368235823566406,-129,-69
r4rk1/3bppbp/1q4p1/np1pP3/3P4/1P2BN2/4BPPP/R2Q1RK1 w - - 0 1,Ne1,f3e1,0.5442788230484447,0.5513672504375507,48,56,h2h4,False,0.5575847563060148,0.5522778816577142,62,57,d1b1,False,0.5206823776562243,0.5568256609665037,22,62
rn1q1rk1/pbppbppp/1p2pn2/8/2PP1B2/4PN2/PP1NBPPP/R2Q1RK1 b - - 0 1,Nh5,f6h5,0.5087519461831566,0.5202403732122675,9,22,f6h5,True,0.5087519461831566,0.5202403732122675,9,22,f6h5,True,0.5087519461831566,0.5202403732122675,9,22
